Zip Code,Zip Code Layer: A,Zip Code Layer: B,Zip Code Layer: C,,,,,,TOTAL Zip Codes Grouped,4623
07627,Out of NYS,New Jersey,-,,,,,,,
07628,Out of NYS,New Jersey,-,,,,,,,
07630,Out of NYS,New Jersey,-,,,,,,,
07631,Out of NYS,New Jersey,-,,,,,,,
07632,Out of NYS,New Jersey,-,,,,,,,
07640,Out of NYS,New Jersey,-,,,,,,,
07641,Out of NYS,New Jersey,-,,,,,,,
07642,Out of NYS,New Jersey,-,,,,,,,
07643,Out of NYS,New Jersey,-,,,,,,,
07644,Out of NYS,New Jersey,-,,,,,,,
07645,Out of NYS,New Jersey,-,,,,,,,
07646,Out of NYS,New Jersey,-,,,,,,,
07647,Out of NYS,New Jersey,-,,,,,,,
07648,Out of NYS,New Jersey,-,,,,,,,
07649,Out of NYS,New Jersey,-,,,,,,,
07650,Out of NYS,New Jersey,-,,,,,,,
07652,Out of NYS,New Jersey,-,,,,,,,
07656,Out of NYS,New Jersey,-,,,,,,,
07657,Out of NYS,New Jersey,-,,,,,,,
07660,Out of NYS,New Jersey,-,,,,,,,
07661,Out of NYS,New Jersey,-,,,,,,,
07662,Out of NYS,New Jersey,-,,,,,,,
07663,Out of NYS,New Jersey,-,,,,,,,
07666,Out of NYS,New Jersey,-,,,,,,,
07670,Out of NYS,New Jersey,-,,,,,,,
07675,Out of NYS,New Jersey,-,,,,,,,
07676,Out of NYS,New Jersey,-,,,,,,,
07677,Out of NYS,New Jersey,-,,,,,,,
07701,Out of NYS,New Jersey,-,,,,,,,
07702,Out of NYS,New Jersey,-,,,,,,,
07704,Out of NYS,New Jersey,-,,,,,,,
07711,Out of NYS,New Jersey,-,,,,,,,
07712,Out of NYS,New Jersey,-,,,,,,,
07716,Out of NYS,New Jersey,-,,,,,,,
07717,Out of NYS,New Jersey,-,,,,,,,
07718,Out of NYS,New Jersey,-,,,,,,,
07719,Out of NYS,New Jersey,-,,,,,,,
07720,Out of NYS,New Jersey,-,,,,,,,
07721,Out of NYS,New Jersey,-,,,,,,,
07722,Out of NYS,New Jersey,-,,,,,,,
07723,Out of NYS,New Jersey,-,,,,,,,
07724,Out of NYS,New Jersey,-,,,,,,,
07726,Out of NYS,New Jersey,-,,,,,,,
07727,Out of NYS,New Jersey,-,,,,,,,
07728,Out of NYS,New Jersey,-,,,,,,,
07730,Out of NYS,New Jersey,-,,,,,,,
07731,Out of NYS,New Jersey,-,,,,,,,
07732,Out of NYS,New Jersey,-,,,,,,,
07733,Out of NYS,New Jersey,-,,,,,,,
07734,Out of NYS,New Jersey,-,,,,,,,
07735,Out of NYS,New Jersey,-,,,,,,,
07737,Out of NYS,New Jersey,-,,,,,,,
07738,Out of NYS,New Jersey,-,,,,,,,
07739,Out of NYS,New Jersey,-,,,,,,,
07740,Out of NYS,New Jersey,-,,,,,,,
07746,Out of NYS,New Jersey,-,,,,,,,
07747,Out of NYS,New Jersey,-,,,,,,,
07748,Out of NYS,New Jersey,-,,,,,,,
07750,Out of NYS,New Jersey,-,,,,,,,
07751,Out of NYS,New Jersey,-,,,,,,,
07752,Out of NYS,New Jersey,-,,,,,,,
07753,Out of NYS,New Jersey,-,,,,,,,
07755,Out of NYS,New Jersey,-,,,,,,,
07756,Out of NYS,New Jersey,-,,,,,,,
07757,Out of NYS,New Jersey,-,,,,,,,
07758,Out of NYS,New Jersey,-,,,,,,,
07760,Out of NYS,New Jersey,-,,,,,,,
07762,Out of NYS,New Jersey,-,,,,,,,
07764,Out of NYS,New Jersey,-,,,,,,,
07801,Out of NYS,New Jersey,-,,,,,,,
07821,Out of NYS,New Jersey,-,,,,,,,
07822,Out of NYS,New Jersey,-,,,,,,,
07823,Out of NYS,New Jersey,-,,,,,,,
07825,Out of NYS,New Jersey,-,,,,,,,
07826,Out of NYS,New Jersey,-,,,,,,,
07827,Out of NYS,New Jersey,-,,,,,,,
07828,Out of NYS,New Jersey,-,,,,,,,
07830,Out of NYS,New Jersey,-,,,,,,,
07832,Out of NYS,New Jersey,-,,,,,,,
07834,Out of NYS,New Jersey,-,,,,,,,
07836,Out of NYS,New Jersey,-,,,,,,,
07840,Out of NYS,New Jersey,-,,,,,,,
07843,Out of NYS,New Jersey,-,,,,,,,
07847,Out of NYS,New Jersey,-,,,,,,,
07848,Out of NYS,New Jersey,-,,,,,,,
07849,Out of NYS,New Jersey,-,,,,,,,
07850,Out of NYS,New Jersey,-,,,,,,,
07852,Out of NYS,New Jersey,-,,,,,,,
07853,Out of NYS,New Jersey,-,,,,,,,
07856,Out of NYS,New Jersey,-,,,,,,,
07860,Out of NYS,New Jersey,-,,,,,,,
07863,Out of NYS,New Jersey,-,,,,,,,
07865,Out of NYS,New Jersey,-,,,,,,,
07866,Out of NYS,New Jersey,-,,,,,,,
07869,Out of NYS,New Jersey,-,,,,,,,
07871,Out of NYS,New Jersey,-,,,,,,,
07874,Out of NYS,New Jersey,-,,,,,,,
07875,Out of NYS,New Jersey,-,,,,,,,
07876,Out of NYS,New Jersey,-,,,,,,,
07882,Out of NYS,New Jersey,-,,,,,,,
07885,Out of NYS,New Jersey,-,,,,,,,
07901,Out of NYS,New Jersey,-,,,,,,,
07920,Out of NYS,New Jersey,-,,,,,,,
07921,Out of NYS,New Jersey,-,,,,,,,
07922,Out of NYS,New Jersey,-,,,,,,,
07924,Out of NYS,New Jersey,-,,,,,,,
07928,Out of NYS,New Jersey,-,,,,,,,
07930,Out of NYS,New Jersey,-,,,,,,,
07931,Out of NYS,New Jersey,-,,,,,,,
07932,Out of NYS,New Jersey,-,,,,,,,
07933,Out of NYS,New Jersey,-,,,,,,,
07934,Out of NYS,New Jersey,-,,,,,,,
07935,Out of NYS,New Jersey,-,,,,,,,
07936,Out of NYS,New Jersey,-,,,,,,,
07940,Out of NYS,New Jersey,-,,,,,,,
07945,Out of NYS,New Jersey,-,,,,,,,
07946,Out of NYS,New Jersey,-,,,,,,,
07950,Out of NYS,New Jersey,-,,,,,,,
07960,Out of NYS,New Jersey,-,,,,,,,
07974,Out of NYS,New Jersey,-,,,,,,,
07976,Out of NYS,New Jersey,-,,,,,,,
07979,Out of NYS,New Jersey,-,,,,,,,
07980,Out of NYS,New Jersey,-,,,,,,,
07981,Out of NYS,New Jersey,-,,,,,,,
08002,Out of NYS,New Jersey,-,,,,,,,
08003,Out of NYS,New Jersey,-,,,,,,,
08005,Out of NYS,New Jersey,-,,,,,,,
08006,Out of NYS,New Jersey,-,,,,,,,
08008,Out of NYS,New Jersey,-,,,,,,,
08012,Out of NYS,New Jersey,-,,,,,,,
08016,Out of NYS,New Jersey,-,,,,,,,
08021,Out of NYS,New Jersey,-,,,,,,,
08031,Out of NYS,New Jersey,-,,,,,,,
08033,Out of NYS,New Jersey,-,,,,,,,
08035,Out of NYS,New Jersey,-,,,,,,,
08037,Out of NYS,New Jersey,-,,,,,,,
08043,Out of NYS,New Jersey,-,,,,,,,
08046,Out of NYS,New Jersey,-,,,,,,,
08048,Out of NYS,New Jersey,-,,,,,,,
08050,Out of NYS,New Jersey,-,,,,,,,
08053,Out of NYS,New Jersey,-,,,,,,,
08054,Out of NYS,New Jersey,-,,,,,,,
08055,Out of NYS,New Jersey,-,,,,,,,
08057,Out of NYS,New Jersey,-,,,,,,,
08060,Out of NYS,New Jersey,-,,,,,,,
08075,Out of NYS,New Jersey,-,,,,,,,
08077,Out of NYS,New Jersey,-,,,,,,,
08080,Out of NYS,New Jersey,-,,,,,,,
08081,Out of NYS,New Jersey,-,,,,,,,
08087,Out of NYS,New Jersey,-,,,,,,,
08090,Out of NYS,New Jersey,-,,,,,,,
08094,Out of NYS,New Jersey,-,,,,,,,
08096,Out of NYS,New Jersey,-,,,,,,,
08098,Out of NYS,New Jersey,-,,,,,,,
08103,Out of NYS,New Jersey,-,,,,,,,
08110,Out of NYS,New Jersey,-,,,,,,,
08203,Out of NYS,New Jersey,-,,,,,,,
08204,Out of NYS,New Jersey,-,,,,,,,
08205,Out of NYS,New Jersey,-,,,,,,,
08210,Out of NYS,New Jersey,-,,,,,,,
08215,Out of NYS,New Jersey,-,,,,,,,
08221,Out of NYS,New Jersey,-,,,,,,,
08223,Out of NYS,New Jersey,-,,,,,,,
08225,Out of NYS,New Jersey,-,,,,,,,
08226,Out of NYS,New Jersey,-,,,,,,,
08234,Out of NYS,New Jersey,-,,,,,,,
08240,Out of NYS,New Jersey,-,,,,,,,
08244,Out of NYS,New Jersey,-,,,,,,,
08247,Out of NYS,New Jersey,-,,,,,,,
08260,Out of NYS,New Jersey,-,,,,,,,
08330,Out of NYS,New Jersey,-,,,,,,,
08332,Out of NYS,New Jersey,-,,,,,,,
08343,Out of NYS,New Jersey,-,,,,,,,
08401,Out of NYS,New Jersey,-,,,,,,,
08402,Out of NYS,New Jersey,-,,,,,,,
08404,Out of NYS,New Jersey,-,,,,,,,
08406,Out of NYS,New Jersey,-,,,,,,,
08501,Out of NYS,New Jersey,-,,,,,,,
08502,Out of NYS,New Jersey,-,,,,,,,
08505,Out of NYS,New Jersey,-,,,,,,,
08510,Out of NYS,New Jersey,-,,,,,,,
08512,Out of NYS,New Jersey,-,,,,,,,
08514,Out of NYS,New Jersey,-,,,,,,,
08515,Out of NYS,New Jersey,-,,,,,,,
08520,Out of NYS,New Jersey,-,,,,,,,
08525,Out of NYS,New Jersey,-,,,,,,,
08527,Out of NYS,New Jersey,-,,,,,,,
08530,Out of NYS,New Jersey,-,,,,,,,
08533,Out of NYS,New Jersey,-,,,,,,,
08534,Out of NYS,New Jersey,-,,,,,,,
08535,Out of NYS,New Jersey,-,,,,,,,
08536,Out of NYS,New Jersey,-,,,,,,,
08540,Out of NYS,New Jersey,-,,,,,,,
08542,Out of NYS,New Jersey,-,,,,,,,
08543,Out of NYS,New Jersey,-,,,,,,,
08550,Out of NYS,New Jersey,-,,,,,,,
08551,Out of NYS,New Jersey,-,,,,,,,
08555,Out of NYS,New Jersey,-,,,,,,,
08557,Out of NYS,New Jersey,-,,,,,,,
08558,Out of NYS,New Jersey,-,,,,,,,
08559,Out of NYS,New Jersey,-,,,,,,,
08562,Out of NYS,New Jersey,-,,,,,,,
08579,Out of NYS,New Jersey,-,,,,,,,
08610,Out of NYS,New Jersey,-,,,,,,,
08611,Out of NYS,New Jersey,-,,,,,,,
08618,Out of NYS,New Jersey,-,,,,,,,
08619,Out of NYS,New Jersey,-,,,,,,,
08620,Out of NYS,New Jersey,-,,,,,,,
08628,Out of NYS,New Jersey,-,,,,,,,
08638,Out of NYS,New Jersey,-,,,,,,,
08648,Out of NYS,New Jersey,-,,,,,,,
08690,Out of NYS,New Jersey,-,,,,,,,
08691,Out of NYS,New Jersey,-,,,,,,,
08701,Out of NYS,New Jersey,-,,,,,,,
08720,Out of NYS,New Jersey,-,,,,,,,
08721,Out of NYS,New Jersey,-,,,,,,,
08722,Out of NYS,New Jersey,-,,,,,,,
08723,Out of NYS,New Jersey,-,,,,,,,
08724,Out of NYS,New Jersey,-,,,,,,,
08730,Out of NYS,New Jersey,-,,,,,,,
08731,Out of NYS,New Jersey,-,,,,,,,
08733,Out of NYS,New Jersey,-,,,,,,,
08734,Out of NYS,New Jersey,-,,,,,,,
08735,Out of NYS,New Jersey,-,,,,,,,
08736,Out of NYS,New Jersey,-,,,,,,,
08738,Out of NYS,New Jersey,-,,,,,,,
08740,Out of NYS,New Jersey,-,,,,,,,
08741,Out of NYS,New Jersey,-,,,,,,,
08742,Out of NYS,New Jersey,-,,,,,,,
08750,Out of NYS,New Jersey,-,,,,,,,
08751,Out of NYS,New Jersey,-,,,,,,,
08753,Out of NYS,New Jersey,-,,,,,,,
08755,Out of NYS,New Jersey,-,,,,,,,
08757,Out of NYS,New Jersey,-,,,,,,,
08759,Out of NYS,New Jersey,-,,,,,,,
08802,Out of NYS,New Jersey,-,,,,,,,
08804,Out of NYS,New Jersey,-,,,,,,,
08805,Out of NYS,New Jersey,-,,,,,,,
08807,Out of NYS,New Jersey,-,,,,,,,
08810,Out of NYS,New Jersey,-,,,,,,,
08812,Out of NYS,New Jersey,-,,,,,,,
08816,Out of NYS,New Jersey,-,,,,,,,
08817,Out of NYS,New Jersey,-,,,,,,,
08818,Out of NYS,New Jersey,-,,,,,,,
08820,Out of NYS,New Jersey,-,,,,,,,
08822,Out of NYS,New Jersey,-,,,,,,,
08823,Out of NYS,New Jersey,-,,,,,,,
08824,Out of NYS,New Jersey,-,,,,,,,
08825,Out of NYS,New Jersey,-,,,,,,,
08827,Out of NYS,New Jersey,-,,,,,,,
08828,Out of NYS,New Jersey,-,,,,,,,
08829,Out of NYS,New Jersey,-,,,,,,,
08830,Out of NYS,New Jersey,-,,,,,,,
08831,Out of NYS,New Jersey,-,,,,,,,
08833,Out of NYS,New Jersey,-,,,,,,,
08835,Out of NYS,New Jersey,-,,,,,,,
08836,Out of NYS,New Jersey,-,,,,,,,
08837,Out of NYS,New Jersey,-,,,,,,,
08840,Out of NYS,New Jersey,-,,,,,,,
08844,Out of NYS,New Jersey,-,,,,,,,
08846,Out of NYS,New Jersey,-,,,,,,,
08848,Out of NYS,New Jersey,-,,,,,,,
08850,Out of NYS,New Jersey,-,,,,,,,
08852,Out of NYS,New Jersey,-,,,,,,,
08853,Out of NYS,New Jersey,-,,,,,,,
08854,Out of NYS,New Jersey,-,,,,,,,
08855,Out of NYS,New Jersey,-,,,,,,,
08857,Out of NYS,New Jersey,-,,,,,,,
08858,Out of NYS,New Jersey,-,,,,,,,
08859,Out of NYS,New Jersey,-,,,,,,,
08861,Out of NYS,New Jersey,-,,,,,,,
08862,Out of NYS,New Jersey,-,,,,,,,
08863,Out of NYS,New Jersey,-,,,,,,,
08865,Out of NYS,New Jersey,-,,,,,,,
08867,Out of NYS,New Jersey,-,,,,,,,
08869,Out of NYS,New Jersey,-,,,,,,,
08872,Out of NYS,New Jersey,-,,,,,,,
08873,Out of NYS,New Jersey,-,,,,,,,
08876,Out of NYS,New Jersey,-,,,,,,,
08879,Out of NYS,New Jersey,-,,,,,,,
08882,Out of NYS,New Jersey,-,,,,,,,
08884,Out of NYS,New Jersey,-,,,,,,,
08886,Out of NYS,New Jersey,-,,,,,,,
08889,Out of NYS,New Jersey,-,,,,,,,
08901,Out of NYS,New Jersey,-,,,,,,,
08902,Out of NYS,New Jersey,-,,,,,,,
08904,Out of NYS,New Jersey,-,,,,,,,
87043,Out of NYS,Other,New Mexico,,,,,,,
87108,Out of NYS,Other,New Mexico,,,,,,,
87111,Out of NYS,Other,New Mexico,,,,,,,
87501,Out of NYS,Other,New Mexico,,,,,,,
87506,Out of NYS,Other,New Mexico,,,,,,,
87507,Out of NYS,Other,New Mexico,,,,,,,
87508,Out of NYS,Other,New Mexico,,,,,,,
27104,Out of NYS,Other,North Carolina,,,,,,,
27106,Out of NYS,Other,North Carolina,,,,,,,
27282,Out of NYS,Other,North Carolina,,,,,,,
27310,Out of NYS,Other,North Carolina,,,,,,,
27330,Out of NYS,Other,North Carolina,,,,,,,
27332,Out of NYS,Other,North Carolina,,,,,,,
27360,Out of NYS,Other,North Carolina,,,,,,,
27376,Out of NYS,Other,North Carolina,,,,,,,
27401,Out of NYS,Other,North Carolina,,,,,,,
27410,Out of NYS,Other,North Carolina,,,,,,,
27502,Out of NYS,Other,North Carolina,,,,,,,
27511,Out of NYS,Other,North Carolina,,,,,,,
27517,Out of NYS,Other,North Carolina,,,,,,,
27518,Out of NYS,Other,North Carolina,,,,,,,
27519,Out of NYS,Other,North Carolina,,,,,,,
27527,Out of NYS,Other,North Carolina,,,,,,,
27540,Out of NYS,Other,North Carolina,,,,,,,
27560,Out of NYS,Other,North Carolina,,,,,,,
27576,Out of NYS,Other,North Carolina,,,,,,,
27587,Out of NYS,Other,North Carolina,,,,,,,
27591,Out of NYS,Other,North Carolina,,,,,,,
27606,Out of NYS,Other,North Carolina,,,,,,,
27612,Out of NYS,Other,North Carolina,,,,,,,
27614,Out of NYS,Other,North Carolina,,,,,,,
27615,Out of NYS,Other,North Carolina,,,,,,,
27616,Out of NYS,Other,North Carolina,,,,,,,
27703,Out of NYS,Other,North Carolina,,,,,,,
27713,Out of NYS,Other,North Carolina,,,,,,,
27804,Out of NYS,Other,North Carolina,,,,,,,
27823,Out of NYS,Other,North Carolina,,,,,,,
27834,Out of NYS,Other,North Carolina,,,,,,,
27949,Out of NYS,Other,North Carolina,,,,,,,
27958,Out of NYS,Other,North Carolina,,,,,,,
28037,Out of NYS,Other,North Carolina,,,,,,,
28078,Out of NYS,Other,North Carolina,,,,,,,
28104,Out of NYS,Other,North Carolina,,,,,,,
28115,Out of NYS,Other,North Carolina,,,,,,,
28117,Out of NYS,Other,North Carolina,,,,,,,
28173,Out of NYS,Other,North Carolina,,,,,,,
28202,Out of NYS,Other,North Carolina,,,,,,,
28206,Out of NYS,Other,North Carolina,,,,,,,
28207,Out of NYS,Other,North Carolina,,,,,,,
28211,Out of NYS,Other,North Carolina,,,,,,,
28226,Out of NYS,Other,North Carolina,,,,,,,
28269,Out of NYS,Other,North Carolina,,,,,,,
28277,Out of NYS,Other,North Carolina,,,,,,,
28278,Out of NYS,Other,North Carolina,,,,,,,
28305,Out of NYS,Other,North Carolina,,,,,,,
28411,Out of NYS,Other,North Carolina,,,,,,,
28422,Out of NYS,Other,North Carolina,,,,,,,
28451,Out of NYS,Other,North Carolina,,,,,,,
28460,Out of NYS,Other,North Carolina,,,,,,,
28461,Out of NYS,Other,North Carolina,,,,,,,
28469,Out of NYS,Other,North Carolina,,,,,,,
28512,Out of NYS,Other,North Carolina,,,,,,,
28540,Out of NYS,Other,North Carolina,,,,,,,
28546,Out of NYS,Other,North Carolina,,,,,,,
28562,Out of NYS,Other,North Carolina,,,,,,,
28590,Out of NYS,Other,North Carolina,,,,,,,
28601,Out of NYS,Other,North Carolina,,,,,,,
28604,Out of NYS,Other,North Carolina,,,,,,,
28607,Out of NYS,Other,North Carolina,,,,,,,
28642,Out of NYS,Other,North Carolina,,,,,,,
28662,Out of NYS,Other,North Carolina,,,,,,,
28722,Out of NYS,Other,North Carolina,,,,,,,
28753,Out of NYS,Other,North Carolina,,,,,,,
28754,Out of NYS,Other,North Carolina,,,,,,,
28803,Out of NYS,Other,North Carolina,,,,,,,
28804,Out of NYS,Other,North Carolina,,,,,,,
58078,Out of NYS,Other,North Dakota,,,,,,,
43004,Out of NYS,Other,Ohio,,,,,,,
43017,Out of NYS,Other,Ohio,,,,,,,
43021,Out of NYS,Other,Ohio,,,,,,,
43054,Out of NYS,Other,Ohio,,,,,,,
43202,Out of NYS,Other,Ohio,,,,,,,
43213,Out of NYS,Other,Ohio,,,,,,,
43220,Out of NYS,Other,Ohio,,,,,,,
43452,Out of NYS,Other,Ohio,,,,,,,
43615,Out of NYS,Other,Ohio,,,,,,,
44022,Out of NYS,Other,Ohio,,,,,,,
44026,Out of NYS,Other,Ohio,,,,,,,
44102,Out of NYS,Other,Ohio,,,,,,,
44106,Out of NYS,Other,Ohio,,,,,,,
44107,Out of NYS,Other,Ohio,,,,,,,
44112,Out of NYS,Other,Ohio,,,,,,,
44120,Out of NYS,Other,Ohio,,,,,,,
44122,Out of NYS,Other,Ohio,,,,,,,
44124,Out of NYS,Other,Ohio,,,,,,,
44127,Out of NYS,Other,Ohio,,,,,,,
44128,Out of NYS,Other,Ohio,,,,,,,
44130,Out of NYS,Other,Ohio,,,,,,,
44202,Out of NYS,Other,Ohio,,,,,,,
44253,Out of NYS,Other,Ohio,,,,,,,
44408,Out of NYS,Other,Ohio,,,,,,,
44514,Out of NYS,Other,Ohio,,,,,,,
44601,Out of NYS,Other,Ohio,,,,,,,
44813,Out of NYS,Other,Ohio,,,,,,,
44883,Out of NYS,Other,Ohio,,,,,,,
45013,Out of NYS,Other,Ohio,,,,,,,
45040,Out of NYS,Other,Ohio,,,,,,,
45102,Out of NYS,Other,Ohio,,,,,,,
45208,Out of NYS,Other,Ohio,,,,,,,
45231,Out of NYS,Other,Ohio,,,,,,,
45242,Out of NYS,Other,Ohio,,,,,,,
45243,Out of NYS,Other,Ohio,,,,,,,
45415,Out of NYS,Other,Ohio,,,,,,,
45440,Out of NYS,Other,Ohio,,,,,,,
45458,Out of NYS,Other,Ohio,,,,,,,
73034,Out of NYS,Other,Oklahoma,,,,,,,
73055,Out of NYS,Other,Oklahoma,,,,,,,
73072,Out of NYS,Other,Oklahoma,,,,,,,
73116,Out of NYS,Other,Oklahoma,,,,,,,
73505,Out of NYS,Other,Oklahoma,,,,,,,
74133,Out of NYS,Other,Oklahoma,,,,,,,
74135,Out of NYS,Other,Oklahoma,,,,,,,
74344,Out of NYS,Other,Oklahoma,,,,,,,
L6X 0W6,Out of NYS,Other,Ontario,,,,,,,
97008,Out of NYS,Other,Oregon,,,,,,,
97015,Out of NYS,Other,Oregon,,,,,,,
97060,Out of NYS,Other,Oregon,,,,,,,
97128,Out of NYS,Other,Oregon,,,,,,,
97201,Out of NYS,Other,Oregon,,,,,,,
97202,Out of NYS,Other,Oregon,,,,,,,
97209,Out of NYS,Other,Oregon,,,,,,,
97214,Out of NYS,Other,Oregon,,,,,,,
97219,Out of NYS,Other,Oregon,,,,,,,
97225,Out of NYS,Other,Oregon,,,,,,,
97520,Out of NYS,Other,Oregon,,,,,,,
97701,Out of NYS,Other,Oregon,,,,,,,
97702,Out of NYS,Other,Oregon,,,,,,,
97709,Out of NYS,Other,Oregon,,,,,,,
97759,Out of NYS,Other,Oregon,,,,,,,
15021,Out of NYS,Pennsylvania,-,,,,,,,
15026,Out of NYS,Pennsylvania,-,,,,,,,
15044,Out of NYS,Pennsylvania,-,,,,,,,
15143,Out of NYS,Pennsylvania,-,,,,,,,
15201,Out of NYS,Pennsylvania,-,,,,,,,
15217,Out of NYS,Pennsylvania,-,,,,,,,
15221,Out of NYS,Pennsylvania,-,,,,,,,
15222,Out of NYS,Pennsylvania,-,,,,,,,
15235,Out of NYS,Pennsylvania,-,,,,,,,
15535,Out of NYS,Pennsylvania,-,,,,,,,
15537,Out of NYS,Pennsylvania,-,,,,,,,
15545,Out of NYS,Pennsylvania,-,,,,,,,
15601,Out of NYS,Pennsylvania,-,,,,,,,
15606,Out of NYS,Pennsylvania,-,,,,,,,
15701,Out of NYS,Pennsylvania,-,,,,,,,
15765,Out of NYS,Pennsylvania,-,,,,,,,
15801,Out of NYS,Pennsylvania,-,,,,,,,
16002,Out of NYS,Pennsylvania,-,,,,,,,
16053,Out of NYS,Pennsylvania,-,,,,,,,
16146,Out of NYS,Pennsylvania,-,,,,,,,
16508,Out of NYS,Pennsylvania,-,,,,,,,
16509,Out of NYS,Pennsylvania,-,,,,,,,
16601,Out of NYS,Pennsylvania,-,,,,,,,
16802,Out of NYS,Pennsylvania,-,,,,,,,
16870,Out of NYS,Pennsylvania,-,,,,,,,
17013,Out of NYS,Pennsylvania,-,,,,,,,
17015,Out of NYS,Pennsylvania,-,,,,,,,
17036,Out of NYS,Pennsylvania,-,,,,,,,
17078,Out of NYS,Pennsylvania,-,,,,,,,
17111,Out of NYS,Pennsylvania,-,,,,,,,
17112,Out of NYS,Pennsylvania,-,,,,,,,
17225,Out of NYS,Pennsylvania,-,,,,,,,
17325,Out of NYS,Pennsylvania,-,,,,,,,
17340,Out of NYS,Pennsylvania,-,,,,,,,
17347,Out of NYS,Pennsylvania,-,,,,,,,
17356,Out of NYS,Pennsylvania,-,,,,,,,
17402,Out of NYS,Pennsylvania,-,,,,,,,
17403,Out of NYS,Pennsylvania,-,,,,,,,
17404,Out of NYS,Pennsylvania,-,,,,,,,
17408,Out of NYS,Pennsylvania,-,,,,,,,
17543,Out of NYS,Pennsylvania,-,,,,,,,
17740,Out of NYS,Pennsylvania,-,,,,,,,
17754,Out of NYS,Pennsylvania,-,,,,,,,
17821,Out of NYS,Pennsylvania,-,,,,,,,
17847,Out of NYS,Pennsylvania,-,,,,,,,
17972,Out of NYS,Pennsylvania,-,,,,,,,
18013,Out of NYS,Pennsylvania,-,,,,,,,
18017,Out of NYS,Pennsylvania,-,,,,,,,
18018,Out of NYS,Pennsylvania,-,,,,,,,
18020,Out of NYS,Pennsylvania,-,,,,,,,
18034,Out of NYS,Pennsylvania,-,,,,,,,
18036,Out of NYS,Pennsylvania,-,,,,,,,
18040,Out of NYS,Pennsylvania,-,,,,,,,
18042,Out of NYS,Pennsylvania,-,,,,,,,
18045,Out of NYS,Pennsylvania,-,,,,,,,
18052,Out of NYS,Pennsylvania,-,,,,,,,
18054,Out of NYS,Pennsylvania,-,,,,,,,
18055,Out of NYS,Pennsylvania,-,,,,,,,
18058,Out of NYS,Pennsylvania,-,,,,,,,
18062,Out of NYS,Pennsylvania,-,,,,,,,
18064,Out of NYS,Pennsylvania,-,,,,,,,
18073,Out of NYS,Pennsylvania,-,,,,,,,
18078,Out of NYS,Pennsylvania,-,,,,,,,
18080,Out of NYS,Pennsylvania,-,,,,,,,
18092,Out of NYS,Pennsylvania,-,,,,,,,
18101,Out of NYS,Pennsylvania,-,,,,,,,
18102,Out of NYS,Pennsylvania,-,,,,,,,
18103,Out of NYS,Pennsylvania,-,,,,,,,
18104,Out of NYS,Pennsylvania,-,,,,,,,
18106,Out of NYS,Pennsylvania,-,,,,,,,
18109,Out of NYS,Pennsylvania,-,,,,,,,
18129,Out of NYS,Pennsylvania,-,,,,,,,
18201,Out of NYS,Pennsylvania,-,,,,,,,
18202,Out of NYS,Pennsylvania,-,,,,,,,
18210,Out of NYS,Pennsylvania,-,,,,,,,
18222,Out of NYS,Pennsylvania,-,,,,,,,
18235,Out of NYS,Pennsylvania,-,,,,,,,
18237,Out of NYS,Pennsylvania,-,,,,,,,
18301,Out of NYS,Pennsylvania,-,,,,,,,
18302,Out of NYS,Pennsylvania,-,,,,,,,
18320,Out of NYS,Pennsylvania,-,,,,,,,
18321,Out of NYS,Pennsylvania,-,,,,,,,
18324,Out of NYS,Pennsylvania,-,,,,,,,
18326,Out of NYS,Pennsylvania,-,,,,,,,
18327,Out of NYS,Pennsylvania,-,,,,,,,
18328,Out of NYS,Pennsylvania,-,,,,,,,
18330,Out of NYS,Pennsylvania,-,,,,,,,
18332,Out of NYS,Pennsylvania,-,,,,,,,
18333,Out of NYS,Pennsylvania,-,,,,,,,
18334,Out of NYS,Pennsylvania,-,,,,,,,
18336,Out of NYS,Pennsylvania,-,,,,,,,
18337,Out of NYS,Pennsylvania,-,,,,,,,
18340,Out of NYS,Pennsylvania,-,,,,,,,
18343,Out of NYS,Pennsylvania,-,,,,,,,
18344,Out of NYS,Pennsylvania,-,,,,,,,
18350,Out of NYS,Pennsylvania,-,,,,,,,
18353,Out of NYS,Pennsylvania,-,,,,,,,
18355,Out of NYS,Pennsylvania,-,,,,,,,
18360,Out of NYS,Pennsylvania,-,,,,,,,
18371,Out of NYS,Pennsylvania,-,,,,,,,
18372,Out of NYS,Pennsylvania,-,,,,,,,
18403,Out of NYS,Pennsylvania,-,,,,,,,
18411,Out of NYS,Pennsylvania,-,,,,,,,
18415,Out of NYS,Pennsylvania,-,,,,,,,
18421,Out of NYS,Pennsylvania,-,,,,,,,
18424,Out of NYS,Pennsylvania,-,,,,,,,
18426,Out of NYS,Pennsylvania,-,,,,,,,
18428,Out of NYS,Pennsylvania,-,,,,,,,
18431,Out of NYS,Pennsylvania,-,,,,,,,
18435,Out of NYS,Pennsylvania,-,,,,,,,
18436,Out of NYS,Pennsylvania,-,,,,,,,
18443,Out of NYS,Pennsylvania,-,,,,,,,
18444,Out of NYS,Pennsylvania,-,,,,,,,
18452,Out of NYS,Pennsylvania,-,,,,,,,
18458,Out of NYS,Pennsylvania,-,,,,,,,
18460,Out of NYS,Pennsylvania,-,,,,,,,
18461,Out of NYS,Pennsylvania,-,,,,,,,
18464,Out of NYS,Pennsylvania,-,,,,,,,
